participant,list,discriminability,phase,relevance,response,sufficient,hex,trial,matCode,matLabel,colLabel,accurate,non_filler_count,overdescription,adjective,dimOfOverDescription
participant030,list4,low,description,relevant,green metal,color,#52f8c8,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,color
participant030,list4,low,description,irrelevant,green wood,sound,#52f8c8,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,relevant,blue metal,sound,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,base,green metal,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant030,list4,high,description,base,blue wooden bat,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant030,list4,high,description,base,green wooden bat,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,irrelevant,blue metal bat,sound,#51f2df,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,relevant,green wooden bat,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,irrelevant,green wooden bat,sound,#52f8c8,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,relevant,green metal,sound,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant030,list4,low,description,irrelevant,blue wood bat,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant030,list4,high,description,base,blue wood bat,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,irrelevant,blue metal,sound,#51f2df,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,base,green wood bat,color,#4ff889,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,relevant,blue wood bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,base,green metal bat,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,base,green metal bat,sound,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant030,list4,low,description,relevant,green wood bat,color,#52f8c8,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,relevant,green metal bat,sound,#4ff889,critical,metal_wood_06,NA,green,TRUE,2,TRUE,color & material,color
participant030,list4,low,description,relevant,blue wood bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant030,list4,low,description,irrelevant,green wood,color,#4ff889,critical,metal_wood_06,NA,green,TRUE,2,TRUE,color & material,material
participant030,list4,high,description,relevant,green wood,sound,#4ff889,filler,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,base,blue metal bat ,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant030,list4,high,description,relevant,blue wood bat,color,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,irrelevant,blue wood,sound,#51f2df,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant030,list4,high,description,relevant,green metal,color,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,relevant,blue wood bat,color,#51f2df,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant030,list4,low,description,irrelevant,blue wood bat,sound,#51f2df,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant031,list4,high,description,relevant,the wooden bat,sound,#4ff889,filler,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant031,list4,high,description,relevant,the blue wooden bat,color,#4fc0f8,filler,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant031,list4,low,description,relevant,the blue woooden bat,color,#53e9e4,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant031,list4,low,description,irrelevant,the green bat,color,#4ff889,critical,metal_wood_05,wood,green,TRUE,1,FALSE,color,NA
participant031,list4,low,description,irrelevant,the blue wooden bath,color,#4fc0f8,critical,metal_wood_05,wood,blue,TRUE,3,TRUE,color & material,material
participant031,list4,high,description,base,the blue wooden bat,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,irrelevant,the green bath,color,#4ff889,critical,metal_wood_05,wood,green,TRUE,2,TRUE,color,material
participant031,list4,low,description,relevant,the blue bat,color,#53e9e4,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant031,list4,high,description,relevant,the green metal bat,sound,#4ff889,filler,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,relevant,the blue wooden bat,sound,#4ff889,critical,metal_wood_04,metal,green,FALSE,2,TRUE,color & material,color
participant031,list4,high,description,relevant,the blue wooden bat,color,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant031,list4,low,description,irrelevant,the green bat,color,#4ff889,critical,metal_wood_04,metal,green,TRUE,1,FALSE,color,NA
participant031,list4,high,description,base,the green metal bat,sound,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,irrelevant,the green metal bath,sound,#50f8d5,critical,metal_wood_01,metal,NA,TRUE,3,TRUE,color & material,color
participant031,list4,low,description,relevant,the blue metal bath,color,#50f8d5,critical,metal_wood_08,wood,NA,TRUE,3,TRUE,color & material,material
participant031,list4,high,description,base,the green metal bat,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,irrelevant,the green bath,color,#4ff889,critical,metal_wood_04,metal,green,TRUE,2,TRUE,color,material
participant031,list4,high,description,relevant,the green bat,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant031,list4,high,description,base,the blue bat,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant031,list4,low,description,irrelevant,the blue wooden bat,sound,#53e9e4,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,irrelevant,the blue wooden bat,sound,#53e9e4,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant031,list4,low,description,irrelevant,the metal bat,sound,#50f8d5,critical,metal_wood_01,metal,NA,TRUE,1,FALSE,material,NA
participant031,list4,low,description,irrelevant,the blue bat,color,#4ff889,critical,metal_wood_05,wood,green,FALSE,1,FALSE,color,NA
participant032,list4,high,description,relevant,the green bat,color,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,the wood bat,sound,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,blue metal bat,sound,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,color
participant032,list4,low,description,relevant,blue metal bat,color,#50f5de,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,material
participant032,list4,low,description,irrelevant,the wood bat,sound,#50f8d5,critical,metal_wood_09,wood,green,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,the green metal bat,sound,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant032,list4,low,description,irrelevant,green wood bat,color,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,material
participant032,list4,low,description,irrelevant,blue wood,sound,#50f5de,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant032,list4,low,description,relevant,blue metal,color,#50f5de,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,material
participant032,list4,low,description,relevant,green metal,color,#50f8d5,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,material
participant032,list4,high,description,base,blue,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,blue metal,sound,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant032,list4,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,color
participant032,list4,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant032,list4,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,color
participant032,list4,high,description,relevant,wood,sound,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,green metal,color,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,material
participant032,list4,low,description,irrelevant,wood,sound,#50f5de,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,low,description,irrelevant,metal,sound,#50f8d5,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,1,FALSE,color,NA
participant032,list4,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_06,metal,green,FALSE,2,TRUE,color & material,color
participant032,list4,high,description,base,wood,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,blue,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,metal,sound,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,green,color,#50f8d5,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,low,description,relevant,wood,sound,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,wood,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,metal,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_06,metal,green,FALSE,2,TRUE,color & material,color
participant032,list4,low,description,relevant,blue,color,#50f5de,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,blue,color,#50f5de,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,color,NA
participant032,list4,low,description,relevant,wood,sound,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,green,color,#50f8d5,critical,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,green,color,#4ff889,critical,metal_wood_08,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,green,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,metal,sound,#50f5de,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,blue,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,blue,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,green,color,#4ff889,filler,metal_wood_08,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_07,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,blue wood,sound,#50f8d5,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant032,list4,low,description,relevant,blue metal,sound,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,color
participant032,list4,high,description,base,green,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,metal,sound,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,base,wood,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_07,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,metal,sound,#50f5de,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant032,list4,high,description,relevant,wood,sound,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant032,list4,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_06,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,base,wood,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_07,wood,green,TRUE,1,FALSE,color,NA
participant032,list4,low,description,irrelevant,wood,sound,#50f8d5,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant032,list4,low,description,relevant,green,color,#50f8d5,critical,metal_wood_00,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,green,color,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,color,NA
participant032,list4,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,relevant,the orange and wooden bat,sound,#f8884f,critical,metal_wood_06,wood,orange,TRUE,3,TRUE,color & material,color
participant033,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,the wooden and orange bat,sound,#fac250,critical,metal_wood_08,wood,orange,TRUE,3,TRUE,color & material,color
participant033,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,wooden,sound,#fac250,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,metal,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,yellow and wooden,sound,#f8dc4f,critical,metal_wood_06,wood,yellow,TRUE,3,TRUE,color & material,color
participant033,list2,low,description,relevant,yellow metal,color,#fac250,critical,metal_wood_01,metal,orange,FALSE,2,TRUE,color & material,material
participant033,list2,high,description,relevant,metal,sound,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,relevant,metal,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,yellow,color,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,1,FALSE,color,NA
participant033,list2,low,description,relevant,orange wood,color,#fac250,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,material
participant033,list2,high,description,base,wood,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,metal,sound,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,yellow,color,#f8dc4f,critical,metal_wood_06,wood,yellow,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,relevant,orange,color,#fac250,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,base,wood,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,orange,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,orange,color,#f8884f,filler,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,metal,sound,#fac250,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,orange,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,base,orange,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_04,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,base,yellow,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant033,list2,high,description,base,metal,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,wood,sound,#fac250,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,metal,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,wood,sound,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,metal,sound,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,wood,sound,#fac250,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,metal,sound,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,high,description,relevant,metal,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,orange,color,#fac250,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,base,orange,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,relevant,yellow,color,#fac250,critical,metal_wood_08,wood,orange,FALSE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,wood,sound,#fac250,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,relevant,wood,sound,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,yellow,color,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,yellow,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant033,list2,low,description,irrelevant,wood,sound,#fac250,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,metal,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,wood,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,orange,color,#f8884f,critical,metal_wood_04,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,wood,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,wood orange,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,2,TRUE,color & material,material
participant033,list2,high,description,relevant,orange,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant033,list2,low,description,relevant,metal yellow,color,#fac250,critical,metal_wood_01,metal,orange,FALSE,2,TRUE,color & material,material
participant033,list2,low,description,relevant,yellow,color,#fac250,critical,metal_wood_01,metal,orange,FALSE,1,FALSE,color,NA
participant033,list2,high,description,relevant,yellow,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant033,list2,high,description,relevant,wood,sound,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,material,NA
participant033,list2,high,description,relevant,wood,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,low,description,irrelevant,wood,sound,#fac250,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant033,list2,high,description,base,wood,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant035,list3,high,description,relevant,wood,sound,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,green,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,green,color,#4ff889,critical,metal_wood_08,wood,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,green wood,sound,#50f5de,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant035,list3,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,color
participant035,list3,high,description,relevant,green,color,#4ff889,filler,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,green wood,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,color
participant035,list3,high,description,relevant,blue wood,sound,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant035,list3,high,description,base,green,color,#4ff889,critical,metal_wood_00,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,metal,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,irrelevant,blue wood,color,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,material
participant035,list3,low,description,irrelevant,wood,sound,#51f0e0,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_06,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,wood,sound,#51f0e0,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,blue wood,color,#51f0e0,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant035,list3,low,description,relevant,wood,sound,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,base,blue,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,wood,sound,#51f0e0,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,blue metal,sound,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,color
participant035,list3,high,description,base,metal,sound,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,irrelevant,metal,sound,#51f0e0,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,green wood,color,#50f5de,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant035,list3,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_06,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,wood,sound,#50f5de,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,green,color,#50f5de,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,metal,sound,#50f5de,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,relevant,green metal,color,#51f0e0,critical,metal_wood_09,wood,blue,FALSE,2,TRUE,color & material,material
participant035,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,relevant,blue wood,sound,#4fc0f8,critical,metal_wood_06,metal,blue,FALSE,2,TRUE,color & material,color
participant035,list3,low,description,irrelevant,wood,sound,#50f5de,critical,metal_wood_09,wood,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,metal,sound,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,green,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,green,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,metal,sound,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,wood,sound,#4ff889,critical,metal_wood_07,wood,green,TRUE,1,FALSE,material,NA
participant035,list3,high,description,base,blue,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant035,list3,low,description,relevant,green,color,#50f5de,critical,metal_wood_00,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,relevant,blue,color,#51f0e0,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,wood,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,base,metal,sound,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,wood,sound,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,1,FALSE,color,NA
participant035,list3,high,description,base,wood,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_00,metal,green,TRUE,1,FALSE,material,NA
participant035,list3,low,description,relevant,green metal,sound,#4ff889,critical,metal_wood_06,metal,green,TRUE,2,TRUE,color & material,color
participant035,list3,low,description,relevant,blue,color,#51f0e0,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
